employee_id,manager_id,role_name,current_salary,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Market_Median_2026,Internal_Salary_Rank,Performance_Consistency
EMP0332,EMP0004,Sales_Executive_Austin,122000,1,306,2,26,3,6,68,2,2,7,2,13850,4,1,16,3,0,9,6,2,0,0,110000,0.49,4
EMP0333,EMP0004,Software_Developer_Austin,127000,2,195,1,25,4,1,49,4,3,7,2,5506,0,1,25,4,2,8,6,3,0,1,155000,0.0,3
EMP0334,EMP0005,Data_Scientist_Austin,189000,2,840,1,6,4,5,94,3,2,6,0,14012,5,1,24,3,2,3,3,0,0,0,170000,0.56,4
EMP0335,EMP0005,Software_Developer_Chicago,174000,1,949,1,12,4,1,97,3,1,7,0,16145,6,1,25,3,1,31,6,10,4,8,155000,0.58,3
EMP0336,EMP0005,Sales_Representative_Seattle,69000,1,436,2,14,1,5,49,4,1,8,2,25469,8,1,15,3,2,1,5,0,0,0,70000,0.65,3
EMP0337,EMP0005,Sales_Executive_Denver,139000,1,1366,2,21,3,2,81,3,3,7,0,19704,5,1,17,3,1,1,1,1,0,1,110000,0.36,3
EMP0338,EMP0005,Business_Analyst_Boston,90000,1,1401,1,6,1,5,99,3,2,2,2,12053,6,1,19,3,0,33,2,17,9,8,105000,0.55,3
EMP0339,EMP0005,Business_Analyst_Denver,85000,2,1291,1,19,4,5,98,4,2,2,1,11417,9,1,21,3,0,8,5,7,4,0,105000,0.0,2
EMP0340,EMP0005,Sales_Representative_Chicago,85000,1,943,2,3,2,3,46,3,2,8,0,24272,8,1,17,3,1,24,3,14,1,2,70000,0.68,4
EMP0341,EMP0005,Manufacturing_Director_Atlanta,165000,1,1037,1,5,5,3,97,2,3,4,1,3162,2,1,19,3,3,32,4,23,13,13,130000,0.64,4
EMP0342,EMP0005,Data_Scientist_Austin,148000,1,866,1,10,3,1,48,2,4,6,1,12093,4,1,14,3,1,19,0,1,0,0,170000,0.72,2
EMP0343,EMP0005,Sales_Representative_Austin,87000,1,1340,2,5,4,4,88,3,2,8,0,25944,5,1,12,3,1,27,3,15,9,9,70000,0.31,3
EMP0344,EMP0005,Healthcare_Representative_Denver,90000,0,439,1,23,1,4,69,3,1,0,2,4884,3,1,20,3,2,29,4,23,8,10,85000,0.56,3
EMP0345,EMP0005,Manufacturing_Director_Seattle,103000,1,1286,1,15,2,3,71,3,3,4,1,2856,5,1,17,3,0,35,4,5,0,2,130000,0.54,3
EMP0346,EMP0005,Sales_Executive_Austin,83000,1,283,2,5,3,3,51,1,3,7,1,25467,0,1,15,3,0,7,3,2,1,0,110000,0.34,4
EMP0347,EMP0005,Sales_Executive_Atlanta,141000,1,1133,2,13,5,2,70,3,3,7,0,3041,6,1,21,3,2,8,2,0,0,0,110000,0.5,3
EMP0348,EMP0005,Data_Scientist_Chicago,184000,1,1402,1,17,2,6,77,3,2,6,2,19707,6,1,25,3,0,9,6,4,4,3,170000,0.21,3
EMP0349,EMP0005,Sales_Executive_NYC,75000,1,1145,2,10,1,4,38,2,3,7,2,6670,8,1,15,4,0,31,4,8,4,6,110000,0.92,4
EMP0350,EMP0005,Sales_Representative_Denver,77000,1,1041,2,20,3,5,47,3,1,8,2,2234,0,1,21,3,1,29,5,8,3,5,70000,0.5,3
EMP0351,EMP0005,Healthcare_Representative_Austin,103000,2,1331,1,12,3,5,31,2,2,0,2,16661,0,1,14,3,2,5,5,4,0,3,85000,0.4,4
EMP0352,EMP0005,Sales_Representative_Chicago,54000,2,175,2,9,3,4,56,1,2,8,0,11182,9,1,19,3,1,20,5,7,3,7,70000,0.32,3
EMP0353,EMP0005,Research_Scientist_Austin,126000,1,1488,1,1,5,4,98,3,3,5,2,16968,0,1,17,3,3,5,0,1,1,0,120000,0.76,4
EMP0354,EMP0005,Sales_Representative_Atlanta,85000,1,840,2,17,4,5,58,1,2,8,2,12456,0,1,17,3,0,27,4,8,1,8,70000,0.26,4
EMP0355,EMP0005,Laboratory_Technician_Atlanta,98000,0,1082,1,14,4,3,72,4,1,2,0,9904,5,1,24,3,0,16,6,6,1,2,75000,0.38,2
EMP0356,EMP0005,Data_Scientist_Miami,184000,2,168,1,13,3,5,38,3,2,6,2,16574,0,1,15,3,1,29,0,18,3,1,170000,0.79,3
EMP0357,EMP0005,Business_Analyst_Seattle,95000,1,1451,1,20,1,2,84,4,2,2,1,24237,0,1,18,3,1,25,0,12,1,9,105000,0.5,2
EMP0358,EMP0005,Data_Scientist_Chicago,196000,1,1371,1,15,2,1,35,1,3,6,2,18908,5,1,15,3,1,9,1,8,4,5,170000,0.34,2
EMP0359,EMP0005,Sales_Executive_Denver,95000,2,964,2,12,2,2,55,3,3,7,1,17682,7,1,20,3,2,1,4,0,0,0,110000,0.08,4
EMP0360,EMP0005,Sales_Executive_Atlanta,98000,1,107,2,21,2,2,57,2,3,7,2,14411,3,1,17,3,3,7,2,7,0,7,110000,0.48,1
EMP0361,EMP0005,Sales_Representative_Seattle,73000,1,160,2,7,2,1,63,3,2,8,2,10153,2,1,14,3,2,10,0,4,3,1,70000,0.17,1
EMP0362,EMP0005,Research_Scientist_Atlanta,131000,1,857,1,26,3,1,97,4,3,5,2,25390,1,1,12,3,3,8,6,5,1,2,120000,0.14,2
EMP0363,EMP0005,Business_Analyst_Atlanta,118000,1,487,1,28,3,5,71,2,3,2,2,18748,9,1,25,3,1,21,6,19,13,10,105000,0.5,3
EMP0364,EMP0005,Data_Scientist_NYC,161000,1,759,1,23,3,4,93,3,4,6,1,21229,0,1,14,3,0,33,6,11,7,8,170000,0.57,2
EMP0365,EMP0006,Laboratory_Technician_Boston,74000,0,272,1,10,3,2,35,3,2,2,1,17414,6,1,17,3,1,25,2,18,5,14,75000,0.59,3
EMP0366,EMP0006,Research_Scientist_Miami,101000,2,1150,1,18,4,5,59,1,1,5,1,19986,3,1,16,3,0,5,2,2,0,1,120000,0.36,3
EMP0367,EMP0006,Sales_Executive_Chicago,124000,1,927,2,13,4,5,31,3,2,7,2,9551,3,1,22,3,1,9,4,8,4,0,110000,0.52,3
EMP0368,EMP0006,Business_Analyst_Miami,119000,2,978,1,25,5,2,86,3,2,2,1,21017,2,1,15,4,0,30,6,10,1,5,105000,0.32,3
EMP0369,EMP0006,Sales_Representative_Denver,59000,1,147,2,19,4,5,49,4,2,8,2,21853,9,1,20,4,3,28,1,21,12,12,70000,0.55,4
EMP0370,EMP0006,Data_Scientist_Atlanta,132000,1,723,1,3,2,4,52,1,4,6,2,2973,2,1,14,3,3,7,2,5,4,3,170000,0.23,2
EMP0371,EMP0006,Sales_Executive_Austin,107000,1,326,2,5,3,4,38,3,2,7,0,8833,4,1,17,3,1,24,1,16,0,2,110000,0.28,3
EMP0372,EMP0006,Sales_Executive_Chicago,110000,2,1012,2,3,4,4,61,3,3,7,1,20972,0,1,22,3,1,30,3,8,3,0,110000,0.93,3
EMP0373,EMP0006,Sales_Executive_Atlanta,118000,1,1449,2,6,4,1,35,2,2,7,1,22675,8,1,15,3,0,12,5,6,1,1,110000,0.79,3
EMP0374,EMP0006,Laboratory_Technician_Miami,74000,2,1133,1,25,4,2,51,2,1,2,1,4492,7,1,17,3,0,36,1,3,2,0,75000,0.29,3
EMP0375,EMP0006,Software_Developer_Boston,106000,0,1445,1,8,4,2,90,4,1,7,0,2685,9,1,12,3,0,9,5,5,5,5,155000,0.26,3
EMP0376,EMP0006,Data_Scientist_Seattle,176000,1,170,1,29,4,1,36,4,4,6,2,25569,1,1,17,3,1,10,4,7,5,2,170000,0.55,1
EMP0377,EMP0006,Healthcare_Representative_Chicago,111000,0,493,1,22,4,1,42,3,1,0,2,3536,6,1,19,3,0,24,4,7,3,1,85000,0.55,3
EMP0378,EMP0006,Laboratory_Technician_Atlanta,97000,1,455,1,1,3,2,79,2,1,2,0,11218,9,1,16,3,2,8,3,3,1,0,75000,0.51,3
EMP0379,EMP0006,Manufacturing_Director_Austin,145000,1,1488,1,25,4,2,70,4,4,4,0,2672,9,1,25,3,0,37,5,5,2,0,130000,0.0,3
EMP0380,EMP0006,Business_Analyst_Seattle,91000,2,1369,1,3,1,2,67,2,3,2,1,3336,3,1,25,3,3,8,3,4,1,3,105000,0.14,3
EMP0381,EMP0006,Sales_Representative_NYC,62000,1,521,2,18,1,5,61,4,1,8,2,14594,8,1,16,3,1,3,0,3,2,0,70000,0.55,4
EMP0382,EMP0006,Data_Scientist_Chicago,120000,1,1224,1,27,4,1,94,1,4,6,1,7473,3,1,14,3,1,10,2,3,1,0,170000,0.85,3
EMP0383,EMP0006,Manufacturing_Director_Chicago,114000,1,1348,1,24,3,1,91,1,4,4,1,4821,4,1,20,3,1,31,1,2,1,1,130000,0.32,3
EMP0384,EMP0006,Manufacturing_Director_Boston,127000,1,1061,1,7,2,1,31,4,4,4,1,15719,6,1,22,3,1,25,5,17,15,1,130000,0.67,4
EMP0385,EMP0006,Data_Scientist_Atlanta,195000,1,813,1,17,4,4,77,3,4,6,1,15988,3,1,14,3,3,8,2,6,4,1,170000,0.58,3
EMP0386,EMP0006,Software_Developer_NYC,120000,1,1284,1,22,4,1,41,3,2,7,1,21301,1,1,19,4,2,30,1,30,4,4,155000,0.72,4
EMP0387,EMP0006,Sales_Executive_Boston,110000,2,282,2,4,4,5,74,4,3,7,2,26613,6,1,22,3,3,35,6,21,12,9,110000,0.42,3
EMP0388,EMP0006,Data_Scientist_Austin,185000,1,982,1,6,2,1,47,2,2,6,1,5706,7,1,20,3,0,27,0,16,13,10,170000,0.71,3
EMP0389,EMP0006,Laboratory_Technician_Boston,99000,1,700,1,3,3,1,73,1,1,2,1,24140,1,1,11,3,2,27,0,14,10,14,75000,0.19,3
EMP0390,EMP0006,Software_Developer_Austin,115000,1,790,1,20,3,2,73,4,1,7,2,23887,6,1,17,3,3,1,6,1,1,1,155000,0.19,3
EMP0391,EMP0006,Data_Scientist_Seattle,156000,1,609,1,12,3,4,90,3,4,6,1,23002,5,1,11,3,2,26,6,23,4,0,170000,0.14,3
EMP0392,EMP0006,Manufacturing_Director_Chicago,137000,1,1075,1,22,4,5,79,2,3,4,2,19135,9,1,23,4,1,26,1,23,2,5,130000,0.23,3
EMP0393,EMP0006,Data_Scientist_Boston,190000,1,1207,1,8,2,1,41,2,4,6,0,12792,6,1,23,3,1,36,5,27,14,2,170000,0.94,3
EMP0394,EMP0006,Data_Scientist_NYC,198000,2,1279,1,25,5,1,73,3,4,6,2,25851,6,1,21,3,1,32,6,2,2,1,170000,0.17,3
EMP0395,EMP0006,Laboratory_Technician_Chicago,67000,1,337,1,19,3,5,78,3,1,2,1,21429,8,1,14,3,3,19,2,2,0,0,75000,0.34,3
EMP0396,EMP0006,Research_Scientist_Chicago,92000,2,707,1,27,2,4,48,3,1,5,2,25128,0,1,20,3,1,1,5,1,1,0,120000,0.75,2
EMP0397,EMP0006,Manufacturing_Director_Chicago,130000,1,560,1,23,4,5,52,4,4,4,1,23696,2,1,11,3,0,25,5,1,1,0,130000,0.57,3
EMP0398,EMP0006,Sales_Representative_Atlanta,66000,1,499,2,23,4,3,46,2,1,8,2,25345,4,1,18,3,1,34,3,23,9,4,70000,0.37,3
EMP0399,EMP0006,Sales_Executive_NYC,90000,1,402,2,13,5,3,51,4,2,7,1,17621,2,1,11,3,1,13,2,11,10,0,110000,0.22,3
EMP0400,EMP0006,Research_Scientist_Atlanta,102000,1,1320,1,6,4,2,41,3,3,5,1,22814,7,1,16,3,0,8,0,3,3,3,120000,0.83,3
EMP0401,EMP0006,Business_Analyst_Chicago,79000,1,886,1,16,5,5,68,3,2,2,1,25482,8,1,13,3,1,37,3,18,15,4,105000,0.47,3
EMP0402,EMP0006,Business_Analyst_Miami,82000,2,1448,1,29,2,5,53,1,3,2,2,6125,0,1,13,3,1,38,0,17,3,12,105000,0.41,3
EMP0403,EMP0006,Software_Developer_Austin,188000,1,608,1,10,1,5,67,3,2,7,0,18164,5,1,19,4,3,33,4,9,5,8,155000,0.79,3
EMP0404,EMP0006,Laboratory_Technician_Austin,85000,1,540,1,5,3,1,75,2,2,2,0,10448,4,1,17,3,0,3,3,1,0,0,75000,1.0,2
EMP0405,EMP0006,Sales_Executive_Atlanta,141000,1,1422,2,7,4,4,95,3,3,7,2,12460,6,1,17,3,1,10,0,8,3,1,110000,0.38,3
EMP0406,EMP0006,Business_Analyst_Austin,117000,0,783,1,25,3,5,58,2,2,2,1,9375,6,1,12,3,0,27,4,2,1,2,105000,0.37,3
EMP0407,EMP0006,Sales_Executive_Miami,82000,0,751,2,25,3,2,98,3,3,7,1,6274,4,1,11,3,1,23,5,22,9,8,110000,0.49,2
EMP0408,EMP0006,Healthcare_Representative_Boston,63000,1,1037,1,6,3,2,89,3,2,0,2,19152,3,1,15,3,0,24,2,22,7,10,85000,0.6,3
EMP0409,EMP0006,Sales_Representative_Austin,77000,1,1234,2,16,4,1,84,3,1,8,1,18969,8,1,22,3,0,5,1,5,1,0,70000,0.54,4
EMP0410,EMP0006,Software_Developer_Atlanta,162000,2,1481,1,29,4,5,52,1,1,7,1,3762,6,1,18,3,0,23,0,7,0,7,155000,0.57,3
EMP0411,EMP0006,Laboratory_Technician_Austin,68000,1,724,1,21,3,5,89,4,2,2,0,2287,9,1,18,3,0,31,0,9,4,3,75000,0.81,3
EMP0412,EMP0006,Research_Scientist_Atlanta,110000,0,1153,1,29,2,1,92,1,3,5,1,17517,6,1,16,3,1,7,1,6,3,1,120000,0.5,3
EMP0413,EMP0006,Sales_Executive_Austin,144000,2,506,2,4,2,1,80,3,3,7,2,7347,3,1,18,4,3,29,0,5,1,2,110000,0.5,3
EMP0414,EMP0006,Business_Analyst_Miami,124000,1,896,1,5,2,1,32,2,3,2,1,24521,3,1,11,3,0,9,4,5,3,4,105000,0.48,3
EMP0415,EMP0006,Healthcare_Representative_Miami,76000,1,675,1,25,2,1,61,3,2,0,1,25243,1,1,22,3,1,32,1,2,1,0,85000,0.24,4
EMP0416,EMP0006,Research_Scientist_Chicago,93000,2,973,1,1,3,1,36,3,3,5,1,22846,3,1,14,3,1,26,4,1,1,0,120000,0.26,3
EMP0417,EMP0006,Software_Developer_Boston,105000,1,101,1,2,4,2,66,3,3,7,0,8150,4,1,18,3,0,24,0,8,5,6,155000,0.51,3
EMP0418,EMP0006,Business_Analyst_NYC,97000,1,530,1,19,3,5,46,3,2,2,0,23535,3,1,14,3,3,24,0,23,11,3,105000,0.97,4
EMP0419,EMP0006,Sales_Representative_Boston,80000,1,1247,2,12,4,3,45,4,1,8,1,19256,8,1,23,3,1,13,5,8,2,0,70000,0.66,4
EMP0420,EMP0006,Sales_Executive_Seattle,142000,1,1151,2,3,2,5,79,3,3,7,1,10990,3,1,13,3,1,4,4,1,1,1,110000,0.66,3
EMP0421,EMP0006,Business_Analyst_Miami,107000,1,558,1,2,3,1,48,4,3,2,2,10955,0,1,21,4,3,34,1,8,4,3,105000,0.45,3
EMP0422,EMP0006,Software_Developer_Denver,155000,1,373,1,14,4,1,37,3,1,7,2,9279,4,1,13,3,0,24,5,10,1,8,155000,0.67,4
EMP0423,EMP0006,Data_Scientist_Atlanta,200000,1,1389,1,26,4,2,87,2,4,6,1,6954,7,1,12,3,1,17,6,17,6,13,170000,0.32,4
EMP0424,EMP0006,Laboratory_Technician_Miami,97000,1,463,1,27,3,4,38,2,2,2,1,23233,6,1,12,3,0,12,6,10,4,0,75000,0.57,4
EMP0425,EMP0006,Data_Scientist_Atlanta,150000,1,1384,1,20,1,6,43,3,3,6,2,4878,3,1,13,3,1,8,3,0,0,0,170000,0.5,4
EMP0426,EMP0006,Sales_Executive_Denver,109000,0,191,2,4,3,1,83,2,2,7,0,16090,6,1,13,3,0,16,5,1,1,0,110000,0.59,3
EMP0427,EMP0006,Data_Scientist_Miami,130000,1,273,1,29,1,1,84,3,4,6,1,16028,2,1,25,3,0,8,6,3,0,2,170000,0.31,3
EMP0428,EMP0006,Data_Scientist_Boston,197000,2,404,1,25,4,2,79,3,3,6,2,5802,9,1,17,4,0,24,0,8,1,0,170000,0.74,3
EMP0429,EMP0006,Research_Scientist_NYC,139000,1,1403,1,11,2,5,61,3,3,5,1,19584,7,1,19,3,0,23,0,10,7,6,120000,0.0,3
EMP0430,EMP0006,Healthcare_Representative_Chicago,99000,2,135,1,12,3,6,44,1,2,0,1,6660,4,1,18,3,2,16,3,11,0,3,85000,0.57,2
EMP0431,EMP0006,Laboratory_Technician_Seattle,89000,1,317,1,22,3,3,50,1,2,2,0,10123,1,1,11,3,2,8,1,2,1,2,75000,1.0,3
EMP0432,EMP0006,Manufacturing_Director_NYC,147000,1,1420,1,23,1,1,37,4,3,4,2,7781,8,1,13,3,2,20,5,15,13,11,130000,0.59,4
EMP0433,EMP0006,Manufacturing_Director_Boston,159000,0,873,1,5,4,2,37,2,3,4,2,20420,9,1,24,3,1,33,3,9,3,6,130000,0.66,3
EMP0434,EMP0006,Healthcare_Representative_Atlanta,69000,1,313,1,3,3,5,72,1,2,0,0,5582,1,1,14,3,2,24,2,20,13,3,85000,0.43,2
EMP0435,EMP0006,Laboratory_Technician_Seattle,66000,0,744,1,3,5,1,75,3,2,2,1,12398,6,1,22,3,0,6,5,4,4,0,75000,0.14,2
EMP0436,EMP0006,Healthcare_Representative_Austin,88000,1,176,1,10,2,4,40,4,1,0,2,9682,3,1,23,3,0,10,5,0,0,0,85000,0.35,2
EMP0437,EMP0006,Business_Analyst_Denver,104000,0,1498,1,13,2,6,39,4,3,2,0,2583,2,1,23,4,1,9,6,5,2,2,105000,0.13,3
EMP0438,EMP0006,Data_Scientist_Miami,123000,0,1280,1,12,3,1,88,2,3,6,2,16578,2,1,12,4,1,21,2,5,2,1,170000,0.13,4
EMP0439,EMP0006,Healthcare_Representative_Atlanta,107000,1,638,1,29,4,4,37,3,1,0,2,20470,0,1,13,4,0,9,1,7,5,5,85000,0.27,3
EMP0440,EMP0006,Data_Scientist_Chicago,150000,1,1415,1,18,5,3,40,2,2,6,2,15101,6,1,14,3,0,30,2,21,2,5,170000,0.74,4
EMP0441,EMP0006,Manufacturing_Director_Chicago,144000,1,1411,1,7,3,1,78,1,4,4,2,17606,3,1,11,3,0,31,6,3,2,3,130000,0.62,3
EMP0442,EMP0006,Sales_Executive_Boston,119000,1,710,2,28,4,5,97,2,3,7,1,3855,1,1,25,4,0,6,6,1,0,1,110000,0.53,3
EMP0443,EMP0006,Laboratory_Technician_Denver,97000,1,120,1,18,4,3,39,3,1,2,1,26157,5,1,11,3,1,31,1,15,5,11,75000,0.05,3
EMP0444,EMP0006,Sales_Representative_Austin,83000,2,357,2,21,3,6,42,1,1,8,1,19988,2,1,20,3,0,27,1,8,8,0,70000,0.69,4
EMP0445,EMP0006,Software_Developer_Denver,172000,1,940,1,12,3,3,96,4,2,7,0,7855,7,1,17,3,1,2,1,1,1,0,155000,0.4,3
EMP0446,EMP0006,Healthcare_Representative_Boston,106000,1,303,1,3,4,1,32,3,2,0,0,26668,9,1,25,3,1,28,4,20,9,11,85000,0.2,3
EMP0447,EMP0006,Software_Developer_Boston,176000,2,818,1,26,5,2,80,1,2,7,2,18725,4,1,15,4,0,14,6,3,3,3,155000,0.83,4
EMP0448,EMP0006,Healthcare_Representative_Chicago,60000,1,866,1,27,4,5,70,2,2,0,1,14918,3,1,20,3,2,27,6,1,0,0,85000,0.79,4
EMP0449,EMP0006,Healthcare_Representative_NYC,112000,1,303,1,23,4,3,80,4,2,0,2,7305,5,1,14,3,0,25,0,23,5,6,85000,0.72,3
EMP0450,EMP0006,Research_Scientist_Seattle,128000,1,367,1,15,4,5,53,2,1,5,1,19638,3,1,22,3,2,35,6,29,2,9,120000,0.35,3
EMP0451,EMP0006,Software_Developer_Boston,103000,1,1320,1,4,2,1,53,1,2,7,2,8908,6,1,12,3,0,10,0,10,0,10,155000,0.94,3
EMP0452,EMP0006,Data_Scientist_Chicago,177000,2,468,1,10,1,1,34,2,3,6,2,17950,9,1,20,3,0,25,5,10,10,7,170000,0.46,3
EMP0453,EMP0006,Data_Scientist_Chicago,170000,1,770,1,5,2,5,46,2,3,6,1,5107,5,1,22,3,0,35,5,0,0,0,170000,0.57,4
EMP0454,EMP0006,Healthcare_Representative_Atlanta,111000,2,675,1,13,2,5,69,2,1,0,2,18079,6,1,25,3,1,17,2,5,1,5,85000,0.42,4
EMP0455,EMP0006,Data_Scientist_Atlanta,154000,2,1147,1,9,3,1,97,3,2,6,0,12667,6,1,23,3,0,37,1,11,5,10,170000,0.6,3
EMP0456,EMP0006,Sales_Representative_NYC,83000,1,537,2,15,3,2,59,3,2,8,1,9046,8,1,14,3,0,8,4,0,0,0,70000,0.28,4
EMP0457,EMP0006,Data_Scientist_Atlanta,176000,1,662,1,14,2,3,71,3,2,6,2,11434,0,1,21,3,1,28,0,10,5,3,170000,0.63,4
EMP0458,EMP0006,Sales_Executive_NYC,134000,1,242,2,16,2,5,68,2,3,7,1,20327,5,1,18,3,0,26,5,1,0,1,110000,0.87,4
EMP0459,EMP0006,Manufacturing_Director_Austin,154000,2,992,1,8,2,1,77,4,3,4,2,3814,4,1,25,3,0,7,2,0,0,0,130000,0.55,2
EMP0460,EMP0006,Sales_Representative_Atlanta,61000,1,753,2,28,2,4,82,3,1,8,2,9975,9,1,18,3,3,11,2,2,2,1,70000,0.39,3
EMP0461,EMP0006,Manufacturing_Director_Chicago,101000,1,521,1,23,1,6,37,2,3,4,1,14711,3,1,18,3,0,19,4,2,1,2,130000,0.58,3
EMP0462,EMP0006,Business_Analyst_Denver,121000,2,316,1,5,2,2,87,4,2,2,2,8252,1,1,15,3,1,20,6,14,10,2,105000,0.36,3
EMP0463,EMP0006,Data_Scientist_NYC,156000,0,1455,1,17,3,1,100,1,3,6,1,15100,8,1,17,3,0,7,2,1,0,0,170000,0.61,3
EMP0464,EMP0006,Software_Developer_Atlanta,165000,1,1316,1,9,3,3,85,2,1,7,2,5733,3,1,12,3,0,28,2,6,2,1,155000,0.41,2
EMP0465,EMP0006,Business_Analyst_Austin,94000,1,1114,1,7,2,1,66,3,3,2,2,5182,2,1,19,4,1,26,5,12,6,1,105000,0.58,3
EMP0466,EMP0006,Laboratory_Technician_NYC,69000,2,390,1,1,4,2,32,2,2,2,2,7688,0,1,20,3,1,5,0,1,0,1,75000,0.9,3
EMP0467,EMP0006,Laboratory_Technician_Miami,60000,1,400,1,25,2,2,72,3,2,2,2,10526,7,1,15,3,0,2,2,2,2,1,75000,0.64,3
EMP0468,EMP0006,Sales_Representative_Miami,55000,2,551,2,22,5,3,33,2,2,8,1,26485,1,1,14,4,0,34,0,23,0,2,70000,0.27,4
EMP0469,EMP0006,Business_Analyst_Miami,134000,1,665,1,10,2,3,73,4,2,2,1,17004,9,1,23,3,0,34,0,5,2,5,105000,0.39,3
EMP0470,EMP0006,Research_Scientist_Miami,133000,1,433,1,10,3,1,67,1,1,5,1,21527,1,1,11,3,0,34,2,30,9,9,120000,0.66,3
EMP0471,EMP0006,Software_Developer_Seattle,119000,1,502,1,14,3,1,58,1,2,7,1,24327,6,1,17,3,3,23,2,9,8,8,155000,0.55,4
EMP0472,EMP0006,Sales_Executive_NYC,114000,2,612,2,5,3,1,69,1,3,7,2,14413,6,1,12,3,1,21,2,18,4,10,110000,0.58,3
EMP0473,EMP0006,Sales_Representative_Miami,65000,2,962,2,3,4,4,68,3,2,8,0,19895,9,1,25,3,2,30,3,13,6,7,70000,0.78,2
EMP0474,EMP0006,Software_Developer_Miami,172000,0,653,1,27,5,1,42,4,3,7,1,12950,0,1,12,3,1,34,5,14,13,0,155000,0.55,3
EMP0475,EMP0006,Laboratory_Technician_NYC,80000,2,113,1,26,3,4,44,1,1,2,2,6060,8,1,12,3,0,32,0,4,1,1,75000,0.44,4
EMP0476,EMP0006,Manufacturing_Director_Atlanta,99000,2,581,1,27,4,1,86,4,3,4,1,22940,0,1,13,3,1,8,1,4,3,3,130000,0.68,2
EMP0477,EMP0006,Business_Analyst_Chicago,105000,1,319,1,15,3,2,33,2,2,2,2,2455,9,1,15,3,1,19,5,9,1,9,105000,0.17,3
EMP0478,EMP0006,Software_Developer_Denver,186000,0,424,1,12,3,5,56,2,3,7,2,18905,1,1,13,3,0,30,5,28,14,4,155000,0.51,3
EMP0479,EMP0006,Manufacturing_Director_NYC,114000,1,469,1,19,4,3,97,2,4,4,2,21123,5,1,20,3,1,20,0,12,1,10,130000,0.0,1
EMP0480,EMP0006,Research_Scientist_Chicago,92000,2,584,1,4,4,1,79,3,2,5,2,4123,9,1,15,3,2,7,0,7,7,5,120000,0.56,3
EMP0481,EMP0006,Sales_Representative_Seattle,89000,1,500,2,9,3,4,58,2,1,8,1,19412,3,1,12,3,1,21,5,3,3,3,70000,0.71,2
EMP0482,EMP0006,Software_Developer_NYC,180000,1,247,1,11,2,5,97,3,1,7,2,17617,8,1,16,3,2,24,6,24,13,9,155000,0.73,2
EMP0483,EMP0006,Data_Scientist_Miami,153000,1,1121,1,8,1,3,32,2,3,6,2,10331,6,1,22,3,2,25,1,2,2,0,170000,0.69,4
EMP0484,EMP0006,Data_Scientist_Chicago,192000,0,327,1,19,3,5,63,3,2,6,1,10642,3,1,16,4,0,33,1,9,6,9,170000,0.69,3
EMP0485,EMP0006,Sales_Representative_Seattle,60000,1,1354,2,3,4,4,46,2,1,8,0,18366,8,1,14,3,1,5,2,4,4,0,70000,0.45,3
EMP0486,EMP0006,Laboratory_Technician_Seattle,97000,1,206,1,13,4,4,85,3,1,2,0,5960,9,1,25,3,0,2,3,0,0,0,75000,0.57,4
EMP0487,EMP0006,Laboratory_Technician_Chicago,59000,1,216,1,3,1,2,66,1,2,2,2,10097,4,1,13,3,1,1,0,0,0,0,75000,0.54,3
EMP0488,EMP0006,Data_Scientist_Boston,199000,1,719,1,12,4,1,61,3,3,6,1,19835,8,1,12,3,3,14,5,7,5,3,170000,0.5,4
EMP0489,EMP0006,Manufacturing_Director_Boston,100000,1,390,1,2,5,4,88,4,3,4,1,3200,4,1,15,3,0,9,0,8,3,4,130000,0.49,2
EMP0490,EMP0006,Healthcare_Representative_Miami,61000,1,876,1,6,4,3,69,1,2,0,2,22041,5,1,25,3,0,25,6,12,7,0,85000,0.35,3
EMP0491,EMP0006,Software_Developer_Denver,164000,0,323,1,18,3,5,66,4,3,7,1,20857,9,1,23,3,0,28,3,27,13,12,155000,0.45,3
EMP0492,EMP0006,Laboratory_Technician_NYC,96000,2,705,1,11,3,1,65,3,2,2,2,22016,0,1,12,3,1,18,6,8,1,3,75000,0.14,3
EMP0493,EMP0006,Research_Scientist_Miami,117000,2,546,1,14,1,5,65,4,3,5,1,4192,7,1,13,3,2,29,2,0,0,0,120000,0.75,4
EMP0494,EMP0006,Research_Scientist_Chicago,129000,1,178,1,6,4,5,70,1,3,5,1,25508,4,1,15,3,2,10,6,9,0,3,120000,0.45,3
EMP0495,EMP0006,Software_Developer_Chicago,128000,1,860,1,27,4,2,84,4,1,7,0,21983,5,1,16,4,2,5,2,4,3,0,155000,0.34,3
EMP0496,EMP0006,Sales_Executive_Seattle,86000,0,1347,2,7,4,4,95,3,3,7,2,14507,9,1,11,3,0,3,6,2,0,2,110000,0.49,4
EMP0497,EMP0006,Data_Scientist_Austin,201000,2,1343,1,16,4,3,70,2,4,6,1,10090,5,1,14,3,3,15,1,13,8,11,170000,0.83,3
EMP0498,EMP0006,Data_Scientist_Chicago,155000,1,256,1,12,4,4,87,3,2,6,2,6199,8,1,14,3,1,27,4,11,1,5,170000,0.81,3
